age,workclass,fnlgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,salary
37,Private,25864,College,9,No spouse,Prof-specialty,Other,Others,Female,0,0,40,United-States,<=50K
30,Private,149531,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
36,Private,33887,College,10,No spouse,Prof-specialty,Other,White,Male,0,0,40,United-States,<=50K
45,Private,172822,School,7,No spouse,Transport-moving,Other,White,Male,0,2824,76,United-States,>50K
59,Private,106748,School,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,99,United-States,<=50K
45,Private,131826,College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
53,Gov,216691,Doctorate,16,No spouse,Prof-specialty,Other,White,Female,10520,0,40,United-States,>50K
37,Private,133328,College,9,No spouse,Sales,Other,White,Female,0,0,40,United-States,<=50K
26,Private,164737,College,10,Never-married,Sales,Other,White,Female,0,0,40,United-States,<=50K
53,Gov,99064,School,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Gov,59460,College,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K
27,Private,208725,Bachelors,13,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
22,Private,138513,College,10,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
41,Private,121055,College,9,No spouse,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
53,Private,149784,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
58,Private,114495,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,133278,School,8,No spouse,Prof-speciality,Other,Black,Female,0,0,53,United-States,<=50K
32,Private,212276,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
32,Private,440129,College,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,38,Mexico,<=50K
47,Private,98012,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
27,Private,145284,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,177147,College,10,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
40,Private,141537,School,6,No spouse,Machine-op-inspct,Other,Black,Female,0,0,40,United-States,<=50K
36,Without-pay,48093,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,92,United-States,<=50K
23,Gov,314819,College,9,Never-married,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
44,Private,123572,School,5,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
19,Private,170800,College,9,Never-married,Craft-repair,Other,White,Male,0,0,60,United-States,<=50K
42,Private,332401,Bachelors,13,Never-married,Sales,Other,White,Male,0,0,40,United-States,<=50K
60,Without-pay,193038,College,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,<=50K
41,Private,351161,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,1848,45,United-States,>50K
45,Federal-gov,106910,College,9,Never-married,Transport-moving,Other,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
67,Private,163726,School,3,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,49,United-States,<=50K
36,Without-pay,609935,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,48,United-States,<=50K
52,Gov,314627,Masters,14,No spouse,Prof-specialty,Other,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
28,Private,115945,Doctorate,16,Never-married,Adm-clerical,Other,White,Male,0,0,18,United-States,<=50K
83,Self-emp-inc,272248,College,9,No spouse,Sales,Other,White,Male,0,0,20,United-States,<=50K
17,Private,167878,School,7,Never-married,Other-service,Other,White,Male,0,0,20,United-States,<=50K
27,Private,176972,Assoc,11,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
35,Without-pay,31095,Assoc,11,Never-married,Farming-fishing,Other,White,Male,0,0,60,United-States,<=50K
40,Private,130834,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
23,Private,207415,Assoc,12,Married-civ-spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
51,Gov,264457,School,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,40,United-States,<=50K
51,Private,340588,School,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,54,Mexico,<=50K
82,Private,42435,School,6,No spouse,Prof-speciality,Other,White,Male,0,0,20,United-States,<=50K
28,Private,107411,College,9,Never-married,Exec-managerial,Other,White,Female,0,0,45,United-States,<=50K
53,Private,290640,College,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,50,Germany,>50K
29,Private,106179,Bachelors,13,Never-married,Adm-clerical,Other,White,Female,0,0,35,Canada,<=50K
19,Private,247679,College,9,Never-married,Craft-repair,Other,White,Male,0,0,45,United-States,<=50K
30,Private,171598,Bachelors,13,No spouse,Sales,Other,White,Female,0,0,50,United-States,<=50K
23,Private,234460,School,4,Never-married,Machine-op-inspct,Other,Black,Female,0,0,40,Dominican-Republic,<=50K
66,Private,196674,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,>50K
27,Private,182540,School,7,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
35,Private,172694,College,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,<=50K
17,Private,29571,School,8,Never-married,Handlers-cleaners,Other,White,Male,0,0,15,United-States,<=50K
27,Private,130438,College,9,Never-married,Machine-op-inspct,Other,White,Male,0,0,40,United-States,<=50K
27,Private,213421,Doctorate,15,Never-married,Prof-specialty,Other,White,Male,0,0,50,United-States,<=50K
44,Gov,189956,Bachelors,13,Married-civ-spouse,Protective-serv,Wife,Black,Female,15024,0,40,United-States,>50K
64,Private,133144,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,<=50K
62,Self-emp-inc,24050,College,9,No spouse,Sales,Other,White,Female,0,0,15,United-States,<=50K
26,Private,276967,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,184857,College,9,No spouse,Machine-op-inspct,Other,White,Male,0,0,40,United-States,<=50K
40,Private,145160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
35,Private,192251,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
25,Private,190650,Bachelors,13,Never-married,Prof-specialty,Other,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
52,Gov,255927,College,10,No spouse,Adm-clerical,Other,White,Female,0,0,24,United-States,<=50K
46,Private,99086,College,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
30,Private,216811,College,9,Married-civ-spouse,Craft-repair,Husband,Others,Male,0,0,40,United-States,<=50K
52,Private,110563,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
28,Private,120471,College,9,Never-married,Transport-moving,Other,Others,Male,0,0,40,United-States,<=50K
17,Private,183066,School,6,Never-married,Other-service,Other,White,Female,0,0,25,United-States,<=50K
46,Gov,298786,College,10,Never-married,Other-service,Other,Black,Female,0,0,40,United-States,<=50K
45,Private,297884,Bachelors,13,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,>50K
21,Private,253612,College,10,Never-married,Prof-specialty,Other,White,Female,1055,0,32,United-States,<=50K
18,Without-pay,207438,College,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,<=50K
17,Private,148522,School,7,Never-married,Other-service,Other,White,Male,0,1721,15,United-States,<=50K
90,Private,139660,College,10,No spouse,Sales,Other,Black,Female,0,0,37,United-States,<=50K
23,Private,165474,College,10,Never-married,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
41,Private,120277,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
19,Without-pay,67929,College,10,Never-married,Farming-fishing,Other,White,Male,0,0,50,United-States,<=50K
69,Private,229418,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
23,Federal-gov,41356,Assoc,12,Never-married,Exec-managerial,Other,White,Female,0,0,32,United-States,<=50K
28,Private,185127,College,10,Never-married,Tech-support,Other,White,Male,0,0,54,United-States,<=50K
37,Private,109133,Assoc,12,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K
57,Private,148315,College,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,<=50K
30,Gov,145692,College,10,Never-married,Protective-serv,Other,Black,Male,0,1974,40,United-States,<=50K
48,Private,210424,College,9,No spouse,Adm-clerical,Other,White,Female,914,0,40,United-States,<=50K
73,Private,198526,College,9,No spouse,Other-service,Other,White,Female,0,0,32,United-States,<=50K
25,Private,521400,School,3,Never-married,Machine-op-inspct,Other,White,Male,0,0,40,Mexico,<=50K
33,Private,100882,Masters,14,Never-married,Exec-managerial,Other,White,Male,0,0,40,United-States,>50K
36,Private,124818,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,190836,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,United-States,<=50K
57,Private,71367,College,9,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
31,Private,303032,College,10,Never-married,Other-service,Other,Black,Female,0,0,40,United-States,<=50K
35,Private,98989,School,5,No spouse,Prof-speciality,Other,Others,Male,0,0,38,United-States,<=50K
40,Gov,390781,College,9,No spouse,Other-service,Other,Black,Female,0,0,48,United-States,<=50K
32,Private,54782,College,10,Never-married,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
35,Private,202683,Bachelors,13,Never-married,Prof-speciality,Other,White,Male,0,0,40,United-States,<=50K
26,Private,213081,College,9,Never-married,Adm-clerical,Other,Black,Female,0,0,40,Jamaica,<=50K
27,Self-emp-inc,89718,College,10,No spouse,Sales,Other,White,Female,0,0,40,United-States,<=50K
17,Private,225106,School,6,Never-married,Other-service,Other,White,Female,0,1602,18,United-States,<=50K
29,Private,253262,College,10,Never-married,Craft-repair,Other,White,Female,0,0,40,United-States,<=50K
18,Private,78181,School,7,Never-married,Other-service,Other,White,Female,0,0,30,United-States,<=50K
20,Private,158206,College,10,Never-married,Sales,Other,White,Male,0,0,30,United-States,<=50K
69,Private,337720,College,9,Married-civ-spouse,Prof-speciality,Husband,White,Male,0,0,24,United-States,<=50K
18,Gov,391257,College,10,Never-married,Other-service,Other,White,Female,0,0,40,United-States,<=50K
56,Private,134756,College,9,Never-married,Other-service,Other,Black,Female,0,0,40,United-States,<=50K
40,Private,183404,College,10,No spouse,Other-service,Other,White,Female,0,0,8,United-States,<=50K
46,Private,192793,College,10,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
41,Private,203943,School,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,United-States,<=50K
53,Private,89400,College,10,No spouse,Exec-managerial,Other,White,Female,0,0,40,United-States,<=50K
50,Private,237868,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
23,Private,139187,School,7,Never-married,Handlers-cleaners,Other,White,Male,0,0,50,United-States,<=50K
40,Private,126701,Bachelors,13,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,>50K
54,Self-emp-inc,172175,College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
45,Private,164210,College,10,No spouse,Exec-managerial,Other,White,Female,0,0,40,United-States,<=50K
53,Gov,608184,College,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,>50K
17,Private,198797,School,7,Never-married,Prof-speciality,Other,White,Male,0,0,20,Peru,<=50K
50,Gov,425804,Bachelors,13,No spouse,Exec-managerial,Other,White,Female,0,0,40,United-States,>50K
22,Private,117618,Bachelors,13,Never-married,Prof-speciality,Other,White,Male,0,0,25,United-States,<=50K
30,Private,119164,Bachelors,13,Never-married,Other-service,Other,White,Male,0,0,40,United-States,<=50K
40,Self-emp-inc,92036,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
36,Gov,77146,Masters,14,Never-married,Prof-specialty,Other,White,Male,0,0,40,United-States,<=50K
25,Without-pay,191803,Assoc,12,Never-married,Sales,Other,White,Male,0,0,50,United-States,<=50K
29,Private,54932,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,251694,Bachelors,13,Never-married,Farming-fishing,Other,White,Male,0,0,50,United-States,<=50K
22,Private,268145,Bachelors,13,Never-married,Sales,Other,White,Female,0,0,40,United-States,<=50K
56,Private,104842,Bachelors,13,No spouse,Prof-specialty,Other,Black,Female,0,0,50,Haiti,<=50K
60,Gov,227332,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
37,Private,212512,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,3464,0,50,United-States,<=50K
53,Private,133436,School,4,No spouse,Machine-op-inspct,Other,White,Female,0,0,40,United-States,<=50K
23,Gov,309055,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,20,United-States,<=50K
18,Private,59202,College,9,Never-married,Priv-house-serv,Other,White,Female,0,0,10,United-States,<=50K
36,Private,32709,College,10,No spouse,Sales,Other,White,Female,3325,0,45,United-States,<=50K
67,Self-emp-inc,73559,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,9386,0,50,United-States,>50K
31,Private,117963,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,60,United-States,<=50K
26,Private,169121,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
18,Private,308889,School,7,Never-married,Adm-clerical,Other,Asian-Pac-Islander,Female,0,0,20,United-States,<=50K
45,Gov,144940,Masters,14,No spouse,Prof-specialty,Other,Black,Female,0,0,40,United-States,<=50K
64,Private,102041,School,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,335998,College,9,Never-married,Sales,Other,White,Female,0,0,38,United-States,<=50K
53,Private,29557,College,10,No spouse,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
27,Private,210313,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,28,Guatemala,<=50K
32,Private,190784,College,10,No spouse,Machine-op-inspct,Other,Others,Male,0,0,40,United-States,<=50K
49,Without-pay,107597,College,9,No spouse,Exec-managerial,Other,White,Female,14084,0,30,United-States,>50K
59,Private,97168,School,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
44,Private,155930,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,55,United-States,>50K
61,Without-pay,181033,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,<=50K
41,Private,344572,College,9,No spouse,Prof-speciality,Other,White,Female,0,0,40,United-States,<=50K
46,Gov,170165,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,37,United-States,<=50K
32,Private,178835,College,9,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
29,Private,118230,College,9,Never-married,Sales,Other,White,Female,0,0,35,United-States,<=50K
48,Private,149640,Masters,14,Never-married,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
32,Private,30271,College,10,No spouse,Exec-managerial,Other,White,Female,0,0,30,United-States,<=50K
21,Private,154165,College,9,Never-married,Handlers-cleaners,Other,White,Female,0,0,35,United-States,<=50K
50,Without-pay,341797,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
44,Gov,145246,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,44,United-States,>50K
51,Private,280093,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
42,Private,373469,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
27,Private,199172,Bachelors,13,Never-married,Protective-serv,Other,White,Female,0,0,40,United-States,<=50K
70,Without-pay,177199,College,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,3,United-States,<=50K
33,Private,258932,College,9,No spouse,Exec-managerial,Other,White,Female,0,0,40,United-States,<=50K
65,Without-pay,139960,College,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,10605,0,60,United-States,>50K
39,Private,258037,Masters,14,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
32,Private,116677,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,59496,College,10,No spouse,Prof-specialty,Other,White,Female,0,0,40,United-States,<=50K
43,Self-emp-inc,34218,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,200246,School,5,Never-married,Other-service,Other,White,Male,0,0,40,United-States,<=50K
64,Federal-gov,316246,Bachelors,13,No spouse,Adm-clerical,Other,Black,Female,0,0,40,United-States,<=50K
37,Gov,239161,College,10,No spouse,Protective-serv,Other,Others,Male,0,0,52,United-States,<=50K
49,Without-pay,173411,College,9,No spouse,Sales,Other,White,Male,0,0,40,United-States,<=50K
29,Private,259226,School,7,Never-married,Machine-op-inspct,Other,White,Male,0,0,48,United-States,<=50K
35,Gov,195516,College,9,No spouse,Exec-managerial,Other,White,Male,0,0,40,United-States,<=50K
37,Private,200598,Assoc,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,<=50K
42,Gov,160369,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
21,Private,415913,College,10,Never-married,Prof-speciality,Other,White,Male,0,0,40,United-States,<=50K
23,Private,147253,Assoc,12,Never-married,Sales,Other,White,Male,0,0,40,United-States,<=50K
35,Gov,199674,College,9,Never-married,Other-service,Other,Black,Female,0,0,40,United-States,<=50K
29,Gov,198493,Assoc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
23,Private,377121,College,10,Never-married,Other-service,Other,White,Female,0,0,25,United-States,<=50K
21,Private,400635,College,10,Never-married,Other-service,Other,White,Female,0,0,20,United-States,<=50K
45,Private,513660,Bachelors,13,Never-married,Prof-specialty,Other,White,Male,0,0,40,United-States,<=50K
24,Private,175069,Bachelors,13,Never-married,Prof-speciality,Other,White,Male,0,0,50,United-States,<=50K
38,Private,82552,College,9,Never-married,Handlers-cleaners,Other,White,Male,594,0,50,United-States,<=50K
28,Private,78388,School,6,Never-married,Prof-speciality,Other,White,Female,0,0,38,United-States,<=50K
23,Private,171705,College,9,Never-married,Sales,Other,White,Female,0,0,48,United-States,<=50K
39,Without-pay,315640,Bachelors,13,Never-married,Sales,Other,Asian-Pac-Islander,Male,0,0,60,Iran,<=50K
45,Private,266860,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,>50K
68,Private,192829,Assoc,12,No spouse,Exec-managerial,Other,White,Female,0,0,43,United-States,<=50K
60,Federal-gov,237317,Assoc,11,No spouse,Prof-specialty,Other,White,Male,4934,0,40,United-States,>50K
38,Gov,110426,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,United-States,>50K
41,Private,327606,School,8,No spouse,Craft-repair,Other,Black,Male,0,0,40,United-States,<=50K
48,Private,34845,College,9,No spouse,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
33,Private,58582,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
48,Private,155659,Assoc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Gov,210029,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,20,United-States,<=50K
26,Private,381618,School,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
55,Self-emp-inc,298449,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,2415,50,United-States,>50K
35,Gov,226789,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,75,United-States,<=50K
52,Private,210736,College,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3103,0,55,United-States,>50K
46,Gov,111163,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,38,United-States,<=50K
72,Private,76860,College,9,Married-civ-spouse,Prof-speciality,Husband,Asian-Pac-Islander,Male,0,0,1,United-States,<=50K
18,Private,92112,College,9,Never-married,Other-service,Other,White,Female,0,0,30,United-States,<=50K
62,Gov,136787,College,9,No spouse,Transport-moving,Other,White,Male,0,0,40,United-States,<=50K
22,Private,29810,College,10,Never-married,Transport-moving,Other,White,Female,0,0,30,United-States,<=50K
40,Private,360884,College,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,>50K
26,Private,266022,College,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
35,Private,142874,Assoc,12,No spouse,Sales,Other,Black,Female,0,0,36,United-States,<=50K
25,Without-pay,72338,College,9,Never-married,Sales,Other,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
46,Private,177305,Assoc,11,Married-civ-spouse,Prof-speciality,Wife,Black,Female,0,0,35,United-States,>50K
39,Private,165106,Bachelors,13,No spouse,Craft-repair,Other,White,Male,0,1564,50,United-States,>50K
41,Private,424478,College,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,45,United-States,>50K
59,Private,189721,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Italy,>50K
37,Private,34180,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
38,Private,183279,College,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
33,Private,35309,Bachelors,13,Never-married,Exec-managerial,Other,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
23,Private,259109,Assoc,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Puerto-Rico,<=50K
67,Without-pay,148690,Masters,14,No spouse,Prof-specialty,Other,White,Male,18481,0,2,United-States,>50K
60,Private,125019,Bachelors,13,No spouse,Prof-specialty,Other,White,Female,8614,0,48,United-States,>50K
39,Self-emp-inc,172538,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
32,Without-pay,410615,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,60,United-States,>50K
26,Private,322547,Bachelors,13,Never-married,Prof-specialty,Other,White,Female,0,0,45,United-States,<=50K
39,Private,300760,College,9,No spouse,Tech-support,Other,White,Female,0,0,50,United-States,<=50K
28,Private,232782,College,10,Never-married,Adm-clerical,Other,White,Female,0,0,40,United-States,<=50K
29,Private,174645,School,7,No spouse,Craft-repair,Other,White,Female,0,0,52,United-States,<=50K
43,Private,164693,Assoc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
23,Private,206861,College,10,Never-married,Tech-support,Other,White,Male,0,0,25,United-States,<=50K
32,Private,195602,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,45,United-States,>50K
33,Without-pay,422960,College,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
45,Private,116360,College,9,No spouse,Other-service,Other,Black,Female,0,0,35,United-States,<=50K
48,Private,278530,College,9,No spouse,Craft-repair,Other,White,Male,0,0,40,United-States,<=50K
43,Gov,188291,Doctorate,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,45,United-States,>50K
50,Without-pay,163948,College,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
63,Private,64544,Bachelors,13,Never-married,Tech-support,Other,White,Male,0,0,40,United-States,>50K
55,Private,101468,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,40,United-States,>50K
22,Private,107882,Bachelors,13,Never-married,Exec-managerial,Other,White,Female,0,0,35,United-States,<=50K
32,Without-pay,182691,College,9,Never-married,Other-service,Other,White,Male,0,0,60,United-States,<=50K
27,Private,203776,Assoc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,<=50K
22,Private,201268,Bachelors,13,Never-married,Sales,Other,White,Female,0,0,15,United-States,<=50K
44,Private,29762,College,9,No spouse,Transport-moving,Other,White,Male,0,0,68,United-States,<=50K
34,Private,186346,College,9,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
28,Private,196690,College,9,Never-married,Machine-op-inspct,Other,White,Female,0,0,40,United-States,<=50K
40,Private,99604,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,24,United-States,>50K
45,Private,194772,College,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,<=50K
17,Private,95446,School,6,Never-married,Other-service,Other,White,Male,0,0,15,United-States,<=50K
53,Without-pay,257126,School,8,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
58,Private,194733,Assoc,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
55,Without-pay,98361,College,9,Never-married,Craft-repair,Other,White,Male,0,0,35,United-States,<=50K
44,Gov,124924,Assoc,11,Never-married,Craft-repair,Other,White,Male,0,0,44,United-States,<=50K
40,Without-pay,111971,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,<=50K
58,Without-pay,130714,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
38,Private,208358,College,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
62,Private,147627,School,5,Never-married,Priv-house-serv,Other,Black,Female,1055,0,22,United-States,<=50K
31,Private,149507,Assoc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,3464,0,38,United-States,<=50K
31,Private,164870,School,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,<=50K
30,Private,236861,College,9,Never-married,Exec-managerial,Other,White,Male,0,1876,45,United-States,<=50K
37,Private,220314,College,9,No spouse,Adm-clerical,Other,White,Female,0,0,40,Mexico,<=50K
38,Gov,329980,College,9,Never-married,Craft-repair,Other,White,Male,0,1876,40,Canada,<=50K
58,Gov,318537,School,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,183284,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
28,Private,334368,Assoc,11,Never-married,Prof-specialty,Other,White,Female,4650,0,40,United-States,<=50K
46,Private,109227,College,10,No spouse,Exec-managerial,Other,White,Female,0,0,70,United-States,<=50K
34,Private,118551,Bachelors,13,Never-married,Tech-support,Other,White,Female,0,0,40,United-States,<=50K
39,Self-emp-inc,163057,College,10,No spouse,Craft-repair,Other,White,Male,0,0,99,United-States,<=50K
61,Self-emp-inc,253101,College,10,No spouse,Sales,Other,White,Female,0,0,20,United-States,<=50K
30,Without-pay,20098,Assoc,11,No spouse,Machine-op-inspct,Other,White,Female,0,0,40,United-States,<=50K
31,Private,196227,College,9,No spouse,Other-service,Other,White,Female,0,0,40,United-States,<=50K
21,Private,175374,College,9,Never-married,Adm-clerical,Other,White,Male,0,0,40,United-States,<=50K
50,Private,234037,College,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,58,United-States,<=50K
47,Private,341762,College,9,Never-married,Adm-clerical,Other,White,Male,0,0,33,United-States,<=50K
20,Private,174714,College,9,Never-married,Handlers-cleaners,Other,White,Male,0,0,40,United-States,<=50K
